slug_title,paid_only,frontend_id,title_en,difficulty,title_zh,id
prime-number-of-set-bits-in-binary-representation,False,762,Prime Number of Set Bits in Binary Representation,1,二进制表示中质数个计算置位,767
special-binary-string,False,761,Special Binary String,3,特殊的二进制序列,763
set-intersection-size-at-least-two,False,757,Set Intersection Size At Least Two,3, 设置交集大小至少为2,759
pyramid-transition-matrix,False,756,Pyramid Transition Matrix,2,金字塔转换矩阵,757
reach-a-number,False,754,Reach a Number,2,到达终点数字,755
cracking-the-safe,False,753,Cracking the Safe,3,,754
open-the-lock,False,752,Open the Lock,2,,753
contain-virus,False,749,Contain Virus,3,,750
shortest-completing-word,False,748,Shortest Completing Word,2,,749
largest-number-at-least-twice-of-others,False,747,Largest Number At Least Twice of Others,1,至少是其他数字两倍的最大数,748
min-cost-climbing-stairs,False,746,Min Cost Climbing Stairs,1,使用最小花费爬楼梯,747
prefix-and-suffix-search,False,745,Prefix and Suffix Search,3,前缀和后缀搜索,746
find-smallest-letter-greater-than-target,False,744,Find Smallest Letter Greater Than Target,1,寻找比目标字母大的最小字母,745
network-delay-time,False,743,Network Delay Time,2,网络延迟时间,744
cherry-pickup,False,741,Cherry Pickup,3,摘樱桃,741
delete-and-earn,False,740,Delete and Earn,2,删除与获得点数,740
daily-temperatures,False,739,Daily Temperatures,2,每日温度,739
monotone-increasing-digits,False,738,Monotone Increasing Digits,2,738.单调递增的数字,738
parse-lisp-expression,False,736,Parse Lisp Expression,3,,736
asteroid-collision,False,735,Asteroid Collision,2,行星碰撞,735
flood-fill,False,733,Flood Fill,1,图像渲染,733
my-calendar-iii,False,732,My Calendar III,3,我的日程安排表 III,732
my-calendar-ii,False,731,My Calendar II,2,我的日程安排表 II,731
count-different-palindromic-subsequences,False,730,Count Different Palindromic Subsequences,3,,730
my-calendar-i,False,729,My Calendar I,2,我的日程安排表 I,729
self-dividing-numbers,False,728,Self Dividing Numbers,1,自除数,728
number-of-atoms,False,726,Number of Atoms,3,原子的数量,726
split-linked-list-in-parts,False,725,Split Linked List in Parts,2,,725
find-pivot-index,False,724,Find Pivot Index,1,寻找数组的中心索引,724
remove-comments,False,722,Remove Comments,2,删除注释,722
accounts-merge,False,721,Accounts Merge,2,账户合并,721
longest-word-in-dictionary,False,720,Longest Word in Dictionary,1,词典中最长的单词,720
find-k-th-smallest-pair-distance,False,719,Find K-th Smallest Pair Distance,3,找出第 k 小的距离对,719
maximum-length-of-repeated-subarray,False,718,Maximum Length of Repeated Subarray,2,最长重复子数组,718
1-bit-and-2-bit-characters,False,717,1-bit and 2-bit Characters,1,1比特与2比特字符,717
range-module,False,715,Range Module,3,,715
best-time-to-buy-and-sell-stock-with-transaction-fee,False,714,Best Time to Buy and Sell Stock with Transaction Fee,2,买卖股票的最佳时机含手续费,714
subarray-product-less-than-k,False,713,Subarray Product Less Than K,2,乘积小于K的子数组,713
minimum-ascii-delete-sum-for-two-strings,False,712,Minimum ASCII Delete Sum for Two Strings,2,两个字符串的最小ASCII删除和,712
falling-squares,False,699,Falling Squares,3,,699
partition-to-k-equal-sum-subsets,False,698,Partition to K Equal Sum Subsets,2,划分为k个相等的子集,698
degree-of-an-array,False,697,Degree of an Array,1,数组的度,697
count-binary-substrings,False,696,Count Binary Substrings,1,计数二进制子串,696
max-area-of-island,False,695,Max Area of Island,1,岛屿的最大面积,695
binary-number-with-alternating-bits,False,693,Binary Number with Alternating Bits,1,交替位二进制数,693
top-k-frequent-words,False,692,Top K Frequent Words,2,前K个高频单词,692
stickers-to-spell-word,False,691,Stickers to Spell Word,3,,691
employee-importance,False,690,Employee Importance,1,员工的重要性,690
maximum-sum-of-3-non-overlapping-subarrays,False,689,Maximum Sum of 3 Non-Overlapping Subarrays,3,三个无重叠子数组的最大和,689
knight-probability-in-chessboard,False,688,Knight Probability in Chessboard,2,“马”在棋盘上的概率,688
longest-univalue-path,False,687,Longest Univalue Path,1,最长同值路径,687
repeated-string-match,False,686,Repeated String Match,1,重复叠加字符串匹配,686
redundant-connection-ii,False,685,Redundant Connection II,3,冗余连接 II,685
redundant-connection,False,684,Redundant Connection,2,冗余连接,684
baseball-game,False,682,Baseball Game,1,棒球比赛,682
valid-palindrome-ii,False,680,Valid Palindrome II,1,验证回文字符串 Ⅱ,680
24-game,False,679,24 Game,3,24点游戏,679
valid-parenthesis-string,False,678,Valid Parenthesis String,2,有效的括号字符串,678
map-sum-pairs,False,677,Map Sum Pairs,2,键值映射,677
implement-magic-dictionary,False,676,Implement Magic Dictionary,2,实现一个魔法字典,676
cut-off-trees-for-golf-event,False,675,Cut Off Trees for Golf Event,3,,675
longest-continuous-increasing-subsequence,False,674,Longest Continuous Increasing Subsequence,1,最长连续递增序列,674
number-of-longest-increasing-subsequence,False,673,Number of Longest Increasing Subsequence,2,最长递增子序列的个数,673
bulb-switcher-ii,False,672,Bulb Switcher II,2,灯泡开关 Ⅱ,672
second-minimum-node-in-a-binary-tree,False,671,Second Minimum Node In a Binary Tree,1,二叉树中第二小的节点,671
maximum-swap,False,670,Maximum Swap,2,最大交换,670
trim-a-binary-search-tree,False,669,Trim a Binary Search Tree,1,修剪二叉搜索树,669
kth-smallest-number-in-multiplication-table,False,668,Kth Smallest Number in Multiplication Table,3,乘法表中第k小的数,668
beautiful-arrangement-ii,False,667,Beautiful Arrangement II,2,,667
non-decreasing-array,False,665,Non-decreasing Array,1,非递减数列,665
strange-printer,False,664,Strange Printer,3,奇怪的打印机,664
maximum-width-of-binary-tree,False,662,Maximum Width of Binary Tree,2,二叉树最大宽度,662
image-smoother,False,661,Image Smoother,1,图片平滑器,661
split-array-into-consecutive-subsequences,False,659,Split Array into Consecutive Subsequences,2,,659
find-k-closest-elements,False,658,Find K Closest Elements,2,,658
judge-route-circle,False,657,Judge Route Circle,1,判断路线成圈,657
print-binary-tree,False,655,Print Binary Tree,2,输出二叉树,655
maximum-binary-tree,False,654,Maximum Binary Tree,2,最大二叉树,654
two-sum-iv-input-is-a-bst,False,653,Two Sum IV - Input is a BST,1,两数之和 IV - 输入 BST,653
find-duplicate-subtrees,False,652,Find Duplicate Subtrees,2,寻找重复的子树,652
2-keys-keyboard,False,650,2 Keys Keyboard,2,只有两个键的键盘,650
dota2-senate,False,649,Dota2 Senate,2,,649
replace-words,False,648,Replace Words,2,单词替换,648
palindromic-substrings,False,647,Palindromic Substrings,2,回文子串,647
maximum-length-of-pair-chain,False,646,Maximum Length of Pair Chain,2,最长数对链,646
set-mismatch,False,645,Set Mismatch,1,错误的集合,645
maximum-average-subarray-i,False,643,Maximum Average Subarray I,1,子数组最大平均数 I,643
solve-the-equation,False,640,Solve the Equation,2,求解方程,640
decode-ways-ii,False,639,Decode Ways II,3,解码方法 2,639
shopping-offers,False,638,Shopping Offers,2,大礼包,638
average-of-levels-in-binary-tree,False,637,Average of Levels in Binary Tree,1,二叉树的层平均值,637
exclusive-time-of-functions,False,636,Exclusive Time of Functions,2,函数的独占时间,636
sum-of-square-numbers,False,633,Sum of Square Numbers,1,平方数之和,633
smallest-range,False,632,Smallest Range,3,最小区间,632
course-schedule-iii,False,630,Course Schedule III,3,,630
k-inverse-pairs-array,False,629,K Inverse Pairs Array,3,K个逆序对数组,629
maximum-product-of-three-numbers,False,628,Maximum Product of Three Numbers,1,三个数的最大乘积,628
swap-salary,False,627,Swap Salary,1,交换工资,627
exchange-seats,False,626,Exchange Seats,2,换座位,626
add-one-row-to-tree,False,623,Add One Row to Tree,2,在二叉树中增加一行,623
task-scheduler,False,621,Task Scheduler,2,任务调度器,621
not-boring-movies,False,620,Not Boring Movies,1,有趣的电影,620
merge-two-binary-trees,False,617,Merge Two Binary Trees,1,合并二叉树,617
valid-triangle-number,False,611,Valid Triangle Number,2,有效三角形的个数,611
find-duplicate-file-in-system,False,609,Find Duplicate File in System,2,,609
construct-string-from-binary-tree,False,606,Construct String from Binary Tree,1,根据二叉树创建字符串,606
can-place-flowers,False,605,Can Place Flowers,1,种花问题,605
human-traffic-of-stadium,False,601,Human Traffic of Stadium,3,体育馆的人流量,601
non-negative-integers-without-consecutive-ones,False,600,Non-negative Integers without Consecutive Ones,3,不含连续1的非负整数,600
minimum-index-sum-of-two-lists,False,599,Minimum Index Sum of Two Lists,1,两个列表的最小索引总和,599
range-addition-ii,False,598,Range Addition II,1,范围求和 II,598
classes-more-than-5-students,False,596,Classes More Than 5 Students,1,超过5名学生的课,596
big-countries,False,595,Big Countries,1,大的国家,595
longest-harmonious-subsequence,False,594,Longest Harmonious Subsequence,1,最长和谐子序列,594
valid-square,False,593,Valid Square,2,有效的正方形,593
fraction-addition-and-subtraction,False,592,Fraction Addition and Subtraction,2,分数加减运算,592
tag-validator,False,591,Tag Validator,3,标签验证器,591
erect-the-fence,False,587,Erect the Fence,3,安装栅栏,587
delete-operation-for-two-strings,False,583,Delete Operation for Two Strings,2,两个字符串的删除操作,583
shortest-unsorted-continuous-subarray,False,581,Shortest Unsorted Continuous Subarray,1,最短无序连续子数组,581
out-of-boundary-paths,False,576,Out of Boundary Paths,2,出界的路径数,576
distribute-candies,False,575,Distribute Candies,1,分糖果,575
subtree-of-another-tree,False,572,Subtree of Another Tree,1,另一个树的子树,572
permutation-in-string,False,567,Permutation in String,2,字符串的排列,567
reshape-the-matrix,False,566,Reshape the Matrix,1,重塑矩阵,566
array-nesting,False,565,Array Nesting,2,数组嵌套,565
find-the-closest-palindrome,False,564,Find the Closest Palindrome,3,寻找最近的回文数,564
binary-tree-tilt,False,563,Binary Tree Tilt,1,二叉树的坡度,563
array-partition-i,False,561,Array Partition I,1,数组拆分 I,561
subarray-sum-equals-k,False,560,Subarray Sum Equals K,2,和为K的子数组,560
reverse-words-in-a-string-iii,False,557,Reverse Words in a String III,1,反转字符串中的单词 III,557
next-greater-element-iii,False,556,Next Greater Element III,2,下一个更大元素 III,556
brick-wall,False,554,Brick Wall,2,砖墙,554
optimal-division,False,553,Optimal Division,2,最优除法,553
student-attendance-record-ii,False,552,Student Attendance Record II,3,学生出勤记录 II,552
student-attendance-record-i,False,551,Student Attendance Record I,1,学生出勤纪录 I,551
friend-circles,False,547,Friend Circles,2,朋友圈,547
remove-boxes,False,546,Remove Boxes,3,,546
diameter-of-binary-tree,False,543,Diameter of Binary Tree,1,二叉树的直径,543
01-matrix,False,542,01 Matrix,2,01 矩阵,542
reverse-string-ii,False,541,Reverse String II,1,反转字符串 II,541
single-element-in-a-sorted-array,False,540,Single Element in a Sorted Array,2,有序数组中的单一元素,540
minimum-time-difference,False,539,Minimum Time Difference,2,最小时间差,539
convert-bst-to-greater-tree,False,538,Convert BST to Greater Tree,1,把二叉搜索树转换为累加树,538
complex-number-multiplication,False,537,Complex Number Multiplication,2,复数乘法,537
encode-and-decode-tinyurl,False,535,Encode and Decode TinyURL,2,TinyURL 的加密与解密,535
k-diff-pairs-in-an-array,False,532,K-diff Pairs in an Array,1,数组中的K-diff数对,532
minimum-absolute-difference-in-bst,False,530,Minimum Absolute Difference in BST,1,二叉搜索树的最小绝对差,530
minesweeper,False,529,Minesweeper,2,扫雷游戏,529
beautiful-arrangement,False,526,Beautiful Arrangement,2,优美的排列,526
contiguous-array,False,525,Contiguous Array,2,连续数组,525
longest-word-in-dictionary-through-deleting,False,524,Longest Word in Dictionary through Deleting,2,通过删除字母匹配到字典里最长单词,524
continuous-subarray-sum,False,523,Continuous Subarray Sum,2,连续的子数组和,523
longest-uncommon-subsequence-ii,False,522,Longest Uncommon Subsequence II,2,,522
longest-uncommon-subsequence-i,False,521,Longest Uncommon Subsequence I ,1,最长特殊序列 Ⅰ,521
detect-capital,False,520,Detect Capital,1,检测大写字母,520
coin-change-2,False,518,Coin Change 2,2,零钱兑换 II,518
super-washing-machines,False,517,Super Washing Machines,3,超级洗衣机,517
longest-palindromic-subsequence,False,516,Longest Palindromic Subsequence,2,最长回文子序列,516
find-largest-value-in-each-tree-row,False,515,Find Largest Value in Each Tree Row,2,在每个树行中找最大值,515
freedom-trail,False,514,Freedom Trail,3,,514
find-bottom-left-tree-value,False,513,Find Bottom Left Tree Value,2,找树左下角的值,513
most-frequent-subtree-sum,False,508,Most Frequent Subtree Sum,2,,508
perfect-number,False,507,Perfect Number,1,完美数,507
relative-ranks,False,506,Relative Ranks,1,相对名次,506
base-7,False,504,Base 7,1,七进制数,504
next-greater-element-ii,False,503,Next Greater Element II,2,下一个更大元素 II,503
ipo,False,502,IPO,3,,502
find-mode-in-binary-search-tree,False,501,Find Mode in Binary Search Tree,1,二叉搜索树中的众数,501
keyboard-row,False,500,Keyboard Row,1,键盘行,500
diagonal-traverse,False,498,Diagonal Traverse,2,对角线遍历,498
next-greater-element-i,False,496,Next Greater Element I,1,下一个更大元素 I,496
teemo-attacking,False,495,Teemo Attacking,2,提莫攻击,495
target-sum,False,494,Target Sum,2,目标和,494
reverse-pairs,False,493,Reverse Pairs,3,翻转对,493
construct-the-rectangle,False,492,Construct the Rectangle,1,构造矩形,492
increasing-subsequences,False,491,Increasing Subsequences,2,递增子序列,491
zuma-game,False,488,Zuma Game,3,祖玛游戏,488
predict-the-winner,False,486,Predict the Winner,2,预测赢家,486
max-consecutive-ones,False,485,Max Consecutive Ones,1,最大连续1的个数,485
smallest-good-base,False,483,Smallest Good Base,3,,483
license-key-formatting,False,482,License Key Formatting,1,密钥格式化,482
magical-string,False,481,Magical String,2,神奇字符串,481
sliding-window-median,False,480,Sliding Window Median,3,,480
largest-palindrome-product,False,479,Largest Palindrome Product,1,最大回文数乘积,479
total-hamming-distance,False,477,Total Hamming Distance,2,汉明距离总和,477
number-complement,False,476,Number Complement,1,数字的补数,476
heaters,False,475,Heaters,1,供暖器,475
ones-and-zeroes,False,474,Ones and Zeroes,2,一和零,474
matchsticks-to-square,False,473,Matchsticks to Square,2,火柴拼正方形,473
concatenated-words,False,472,Concatenated Words,3,连接词,472
validate-ip-address,False,468,Validate IP Address,2,验证IP地址,468
unique-substrings-in-wraparound-string,False,467,Unique Substrings in Wraparound String,2,,467
count-the-repetitions,False,466,Count The Repetitions,3,,466
can-i-win,False,464,Can I Win,2,我能赢吗,464
island-perimeter,False,463,Island Perimeter,1,岛屿的周长,463
minimum-moves-to-equal-array-elements-ii,False,462,Minimum Moves to Equal Array Elements II,2,最少移动次数使数组元素相等 II,462
hamming-distance,False,461,Hamming Distance,1,汉明距离,461
lfu-cache,False,460,LFU Cache,3,LFU缓存,460
repeated-substring-pattern,False,459,Repeated Substring Pattern,1,重复的子字符串,459
poor-pigs,False,458,Poor Pigs,1,可怜的小猪,458
circular-array-loop,False,457,Circular Array Loop,2,环形数组循环,457
132-pattern,False,456,132 Pattern,2,132模式,456
assign-cookies,False,455,Assign Cookies,1,分发饼干,455
4sum-ii,False,454,4Sum II,2,四数相加 II,454
minimum-moves-to-equal-array-elements,False,453,Minimum Moves to Equal Array Elements,1,最小移动次数使数组元素相等,453
minimum-number-of-arrows-to-burst-balloons,False,452,Minimum Number of Arrows to Burst Balloons,2,用最少数量的箭引爆气球,452
sort-characters-by-frequency,False,451,Sort Characters By Frequency,2,根据字符出现频率排序,451
delete-node-in-a-bst,False,450,Delete Node in a BST,2,删除二叉搜索树中的节点,450
serialize-and-deserialize-bst,False,449,Serialize and Deserialize BST,2,,449
find-all-numbers-disappeared-in-an-array,False,448,Find All Numbers Disappeared in an Array,1,找到所有数组中消失的数字,448
number-of-boomerangs,False,447,Number of Boomerangs,1,回旋镖的数量,447
arithmetic-slices-ii-subsequence,False,446,Arithmetic Slices II - Subsequence,3,,446
add-two-numbers-ii,False,445,Add Two Numbers II,2,两数相加 II,445
string-compression,False,443,String Compression,1,压缩字符串,443
find-all-duplicates-in-an-array,False,442,Find All Duplicates in an Array,2,数组中重复的数据,442
arranging-coins,False,441,Arranging Coins,1,排列硬币,441
k-th-smallest-in-lexicographical-order,False,440,K-th Smallest in Lexicographical Order,3,字典序的第K小数字,440
find-all-anagrams-in-a-string,False,438,Find All Anagrams in a String,1,找到字符串中所有字母异位词,438
path-sum-iii,False,437,Path Sum III,1,路径总和 III,437
find-right-interval,False,436,Find Right Interval,2,寻找右区间,436
non-overlapping-intervals,False,435,Non-overlapping Intervals,2,无重叠区间,435
number-of-segments-in-a-string,False,434,Number of Segments in a String,1,字符串中的单词数,434
minimum-genetic-mutation,False,433,Minimum Genetic Mutation,2,最小基因变化,433
all-oone-data-structure,False,432,All O`one Data Structure,3,全 O(1) 的数据结构,432
longest-repeating-character-replacement,False,424,Longest Repeating Character Replacement,2,替换后的最长重复字符,424
reconstruct-original-digits-from-english,False,423,Reconstruct Original Digits from English,2,从英文中重建数字,423
maximum-xor-of-two-numbers-in-an-array,False,421,Maximum XOR of Two Numbers in an Array,2,数组中两个数的最大异或值,421
strong-password-checker,False,420,Strong Password Checker,3,强密码检验器,420
battleships-in-a-board,False,419,Battleships in a Board,2,甲板上的战舰,419
pacific-atlantic-water-flow,False,417,Pacific Atlantic Water Flow,2,,417
partition-equal-subset-sum,False,416,Partition Equal Subset Sum,2,分割等和子集,416
add-strings,False,415,Add Strings,1,字符串相加,415
third-maximum-number,False,414,Third Maximum Number,1,第三大的数,414
arithmetic-slices,False,413,Arithmetic Slices,2,等差数列划分,413
fizz-buzz,False,412,Fizz Buzz,1,Fizz Buzz,412
split-array-largest-sum,False,410,Split Array Largest Sum,3,分割数组的最大值,410
longest-palindrome,False,409,Longest Palindrome,1,最长回文串,409
trapping-rain-water-ii,False,407,Trapping Rain Water II,3,接雨水 II,407
queue-reconstruction-by-height,False,406,Queue Reconstruction by Height,2,根据身高重建队列,406
convert-a-number-to-hexadecimal,False,405,Convert a Number to Hexadecimal,1,数字转换为十六进制数,405
sum-of-left-leaves,False,404,Sum of Left Leaves,1,左叶子之和,404
frog-jump,False,403,Frog Jump,3,青蛙过河,403
remove-k-digits,False,402,Remove K Digits,2,移掉K位数字,402
binary-watch,False,401,Binary Watch,1,二进制手表,401
nth-digit,False,400,Nth Digit,1,第N个数字,400
evaluate-division,False,399,Evaluate Division,2,除法求值,399
random-pick-index,False,398,Random Pick Index,2,随机数索引,398
integer-replacement,False,397,Integer Replacement,2,整数替换,397
rotate-function,False,396,Rotate Function,2,旋转函数,396
longest-substring-with-at-least-k-repeating-characters,False,395,Longest Substring with At Least K Repeating Characters,2,至少有K个重复字符的最长子串,395
decode-string,False,394,Decode String,2,字符串解码,394
utf-8-validation,False,393,UTF-8 Validation,2,UTF-8 编码验证,393
is-subsequence,False,392,Is Subsequence,2,判断子序列,392
perfect-rectangle,False,391,Perfect Rectangle,3,完美矩形,391
elimination-game,False,390,Elimination Game,2,消除游戏,390
find-the-difference,False,389,Find the Difference,1,找不同,389
longest-absolute-file-path,False,388,Longest Absolute File Path,2,文件的最长绝对路径,388
first-unique-character-in-a-string,False,387,First Unique Character in a String,1,字符串中的第一个唯一字符,387
lexicographical-numbers,False,386,Lexicographical Numbers,2,字典序排数,386
mini-parser,False,385,Mini Parser,2,,385
shuffle-an-array,False,384,Shuffle an Array,2,打乱数组,384
ransom-note,False,383,Ransom Note,1,赎金信,383
linked-list-random-node,False,382,Linked List Random Node,2,链表随机节点,382
insert-delete-getrandom-o1-duplicates-allowed,False,381,Insert Delete GetRandom O(1) - Duplicates allowed,3,O(1) 时间插入、删除和获取随机元素 - 允许重复,381
insert-delete-getrandom-o1,False,380,Insert Delete GetRandom O(1),2,常数时间插入、删除和获取随机元素,380
kth-smallest-element-in-a-sorted-matrix,False,378,Kth Smallest Element in a Sorted Matrix,2,有序矩阵中第K小的元素,378
combination-sum-iv,False,377,Combination Sum IV,2,组合总和 Ⅳ,377
wiggle-subsequence,False,376,Wiggle Subsequence,2,摆动序列,376
guess-number-higher-or-lower-ii,False,375,Guess Number Higher or Lower II,2,猜数字大小 II,375
guess-number-higher-or-lower,False,374,Guess Number Higher or Lower,1,猜数字大小,374
find-k-pairs-with-smallest-sums,False,373,Find K Pairs with Smallest Sums,2,查找和最小的K对数字,373
super-pow,False,372,Super Pow,2,超级次方,372
sum-of-two-integers,False,371,Sum of Two Integers,1,两整数之和,371
largest-divisible-subset,False,368,Largest Divisible Subset,2,最大整除子集,368
valid-perfect-square,False,367,Valid Perfect Square,1,有效的完全平方数,367
water-and-jug-problem,False,365,Water and Jug Problem,2,水壶问题,365
max-sum-of-rectangle-no-larger-than-k,False,363,Max Sum of Rectangle No Larger Than K,3,矩形区域不超过 K 的最大数值和,363
count-numbers-with-unique-digits,False,357,Count Numbers with Unique Digits,2,计算各个位数不同的数字个数,357
design-twitter,False,355,Design Twitter,2,设计推特,355
russian-doll-envelopes,False,354,Russian Doll Envelopes,3,俄罗斯套娃信封问题,354
data-stream-as-disjoint-intervals,False,352,Data Stream as Disjoint Intervals,3,,352
intersection-of-two-arrays-ii,False,350,Intersection of Two Arrays II,1,两个数组的交集 II,350
intersection-of-two-arrays,False,349,Intersection of Two Arrays,1,两个数组的交集,349
top-k-frequent-elements,False,347,Top K Frequent Elements,2,前K个高频元素,347
reverse-vowels-of-a-string,False,345,Reverse Vowels of a String,1,反转字符串中的元音字母,345
reverse-string,False,344,Reverse String,1,反转字符串,344
integer-break,False,343,Integer Break,2,整数拆分,343
power-of-four,False,342,Power of Four,1,4的幂,342
flatten-nested-list-iterator,False,341,Flatten Nested List Iterator,2,扁平化嵌套列表迭代器,341
counting-bits,False,338,Counting Bits,2,Bit位计数,338
house-robber-iii,False,337,House Robber III,2,打家劫舍 III,337
